order_item_id,order_id,product_id,quantity,unit_price,revenue
234,85,3,3,9.67,29.01
235,85,10,2,82.5,165.0
236,85,30,2,120.6,241.2
237,86,55,2,103.85,207.7
238,86,42,2,89.69,179.38
239,86,48,2,93.7,187.4
240,86,33,3,22.81,68.43
241,87,44,2,29.71,59.42
242,87,21,1,14.38,14.38
243,87,32,1,122.33,122.33
244,88,57,1,135.99,135.99
245,88,73,2,83.89,167.78
246,88,29,1,78.25,78.25
247,89,3,3,9.67,29.01
248,89,10,3,82.5,247.5
249,89,2,1,102.02,102.02
250,89,48,1,96.66,96.66
251,90,22,1,98.19,98.19
252,90,38,3,131.88,395.64
253,91,34,2,73.3,146.6
254,91,5,3,55.36,166.08
255,92,27,1,55.69,55.69
256,93,14,1,62.23,62.23
257,93,28,3,28.73,86.19
258,94,13,1,53.35,53.35
259,95,69,3,12.1,36.3
260,95,11,1,116.68,116.68
261,95,90,2,78.05,156.1
262,96,28,3,28.73,86.19
263,97,70,3,29.32,87.96
264,97,46,2,16.7,33.4
265,97,56,2,55.57,111.14
266,97,60,2,60.69,121.38
267,98,35,3,88.25,264.75
268,98,38,2,129.24,258.48
269,99,36,2,19.66,39.32
270,100,42,3,85.21,255.63
271,100,2,2,102.02,204.04
272,100,26,1,69.34,69.34
273,100,43,2,105.55,211.1
274,101,43,1,105.55,105.55
275,101,63,3,35.52,106.56
276,102,48,3,93.7,281.1
277,102,98,2,136.7,273.4
278,102,18,1,31.34,31.34
279,103,24,2,74.2,148.4
280,104,25,2,92.15,184.3
281,104,32,2,122.33,244.66
282,104,68,2,104.58,209.16
283,104,15,2,131.96,263.92
284,105,61,3,86.95,260.85
285,105,27,2,55.69,111.38
286,105,43,3,105.55,316.65
287,105,46,1,15.86,15.86
288,106,25,1,92.15,92.15
289,107,35,3,88.25,264.75
290,107,28,1,28.16,28.16
291,107,5,3,55.36,166.08
292,107,29,3,76.68,230.04
293,108,6,2,80.17,160.34
294,109,27,2,56.83,113.66
295,109,42,2,87.9,175.8
296,109,41,3,18.78,56.34
297,109,49,1,131.13,131.13
298,110,6,1,84.39,84.39
299,110,48,3,96.66,289.98
300,110,20,1,107.03,107.03
301,110,27,3,55.69,167.07
302,111,71,3,128.79,386.37
303,111,1,3,9.83,29.49
304,112,42,1,89.69,89.69
305,112,43,3,103.44,310.32
306,112,26,2,71.53,143.06
307,113,15,1,131.96,131.96
308,113,15,3,131.96,395.88
309,113,75,1,91.93,91.93
310,114,30,1,126.95,126.95
311,114,22,2,98.19,196.38
312,115,30,2,120.6,241.2
313,115,49,2,131.13,262.26
314,115,9,3,114.33,342.99
315,115,30,3,124.41,373.23
316,116,42,1,89.69,89.69
317,117,87,3,73.96,221.88
318,117,16,2,119.67,239.34
319,118,24,2,70.49,140.98
320,118,25,2,87.54,175.08
321,118,43,1,103.44,103.44
322,118,23,2,77.23,154.46
323,119,37,2,61.64,123.28
324,119,62,3,43.13,129.39
325,119,53,1,76.5,76.5
326,119,30,2,126.95,253.9
327,120,72,1,139.0,139.0
328,121,39,1,40.53,40.53
329,121,38,2,129.24,258.48
330,121,3,1,9.48,9.48
331,122,96,3,82.11,246.33
332,123,8,1,89.23,89.23
333,123,15,3,125.36,376.08
334,123,4,3,80.78,242.34
335,123,47,1,26.8,26.8
336,124,14,2,63.5,127.0
337,124,11,2,119.06,238.12
338,124,6,2,84.39,168.78
339,124,7,3,18.02,54.06
340,125,42,2,85.21,170.42
341,125,51,2,78.65,157.3
342,125,26,2,72.99,145.98
343,125,33,3,22.81,68.43
344,126,51,1,77.08,77.08
345,126,2,1,96.92,96.92
346,126,21,2,15.14,30.28
347,126,93,3,110.26,330.78
348,127,41,2,17.84,35.68
349,128,16,2,119.67,239.34
350,128,36,1,19.66,19.66
351,128,22,3,98.19,294.57
352,129,37,2,60.41,120.82
353,129,8,1,89.23,89.23
354,130,8,2,89.23,178.46
355,131,9,3,116.66,349.98
356,131,85,3,80.44,241.32
357,132,56,3,58.49,175.47
358,133,10,3,78.38,235.14
359,133,12,3,49.17,147.51
360,133,56,3,57.32,171.96
361,133,10,1,80.85,80.85
362,134,15,2,131.96,263.92
363,134,90,3,74.15,222.45
364,134,16,2,117.28,234.56
365,134,49,2,131.13,262.26
366,135,94,2,38.28,76.56
367,136,25,1,92.15,92.15
368,136,2,2,99.98,199.96
369,136,16,3,119.67,359.01
370,136,68,3,110.08,330.24
371,137,72,3,132.05,396.15
372,137,60,2,60.69,121.38
373,137,7,2,18.97,37.94
374,137,63,3,34.43,103.29
375,138,81,2,71.3,142.6
376,138,43,2,105.55,211.1
377,139,85,1,80.44,80.44
378,140,67,2,59.15,118.3
379,140,49,2,131.13,262.26
380,141,41,2,18.4,36.8
381,141,23,2,73.37,146.74
382,141,10,3,82.5,247.5
383,142,43,2,105.55,211.1
384,142,21,3,15.14,45.42
385,142,73,2,83.89,167.78
386,143,98,2,139.49,278.98
387,143,58,3,14.57,43.71
388,143,6,2,84.39,168.78
389,144,19,1,25.49,25.49
390,144,7,2,18.97,37.94
391,144,48,3,93.7,281.1
392,145,60,3,60.69,182.07
393,145,82,3,41.23,123.69
394,145,29,3,74.34,223.02
395,146,78,2,49.55,99.1
396,146,74,1,43.18,43.18
397,146,21,2,15.14,30.28
398,147,73,1,88.31,88.31
399,147,25,1,92.15,92.15
400,147,19,2,26.83,53.66
401,147,47,3,27.35,82.05
402,148,21,3,14.84,44.52
403,149,46,1,15.86,15.86
404,149,44,1,29.71,29.71
405,150,40,1,34.35,34.35
406,150,25,2,87.54,175.08
407,151,38,3,125.29,375.87
408,151,43,3,103.44,310.32
409,152,38,3,131.88,395.64
410,152,30,2,126.95,253.9
411,152,1,1,9.34,9.34
412,152,42,3,87.9,263.7
413,153,11,2,113.11,226.22
414,153,47,3,25.98,77.94
415,153,59,1,122.97,122.97
416,153,34,3,73.3,219.9
417,154,38,1,129.24,129.24
418,154,88,2,36.6,73.2
419,155,70,2,29.32,58.64
420,156,80,2,12.89,25.78
421,157,65,2,85.93,171.86
422,157,7,1,18.97,18.97
423,157,10,2,78.38,156.76
424,157,37,2,61.64,123.28
425,158,16,3,113.69,341.07
426,159,32,2,124.83,249.66
427,159,26,2,72.99,145.98
428,159,38,1,131.88,131.88
429,160,58,3,14.57,43.71
430,160,54,1,60.54,60.54
431,160,36,1,19.66,19.66
432,161,67,3,59.15,177.45
433,161,29,3,78.25,234.75
434,161,77,2,47.42,94.84
435,162,5,1,55.36,55.36
436,163,88,1,38.53,38.53
437,163,48,1,93.7,93.7
438,163,25,1,90.31,90.31
439,164,13,1,53.35,53.35
440,164,33,2,22.81,45.62
441,164,12,1,49.17,49.17
442,165,11,3,113.11,339.33
443,166,44,3,29.71,89.13
444,167,36,2,19.27,38.54
445,167,50,3,23.97,71.91
446,168,83,3,41.87,125.61
447,168,37,1,58.56,58.56
448,168,41,3,18.78,56.34
449,169,6,3,84.39,253.17
450,169,54,2,61.78,123.56
451,169,27,1,53.99,53.99
452,170,93,2,113.74,227.48
453,170,67,2,62.26,124.52
454,170,36,2,19.66,39.32
455,170,8,3,89.23,267.69
456,171,72,1,136.22,136.22
457,172,64,3,59.43,178.29
458,173,12,3,51.76,155.28
459,173,19,3,25.49,76.47
460,173,63,3,34.43,103.29
461,174,12,1,51.76,51.76
462,174,81,1,67.74,67.74
463,175,28,1,28.73,28.73
464,175,6,1,84.39,84.39
465,175,66,2,73.46,146.92
466,176,25,2,87.54,175.08
467,176,37,3,61.64,184.92
468,176,7,2,18.97,37.94
469,176,1,1,9.63,9.63
470,177,46,1,16.37,16.37
471,177,36,2,19.27,38.54
472,177,42,3,85.21,255.63
473,178,63,2,34.43,68.86
474,178,47,2,27.35,54.7
475,178,11,2,113.11,226.22
476,178,24,1,72.72,72.72
477,179,79,2,25.67,51.34
478,179,60,3,60.69,182.07
479,179,39,2,39.72,79.44
480,179,16,1,119.67,119.67
481,180,20,2,107.03,214.06
482,180,56,3,55.57,166.71
483,180,70,1,27.85,27.85
484,181,50,2,23.49,46.98
485,181,65,3,85.93,257.79
486,181,60,3,59.48,178.44
487,181,10,2,78.38,156.76
488,182,28,3,28.73,86.19
489,183,10,3,80.85,242.55
490,183,15,1,131.96,131.96
491,183,73,3,88.31,264.93
492,183,32,1,118.59,118.59
493,184,37,1,61.64,61.64
494,184,11,2,116.68,233.36
495,185,20,3,109.21,327.63
496,185,15,3,131.96,395.88
497,185,13,2,50.68,101.36
498,185,46,2,16.37,32.74
499,186,17,3,98.77,296.31
500,187,46,2,15.86,31.72
501,187,4,1,79.16,79.16
502,187,9,1,116.66,116.66
503,188,18,3,31.34,94.02
504,188,43,3,100.27,300.81
505,189,50,2,23.49,46.98
506,190,30,3,126.95,380.85
507,190,30,3,124.41,373.23
508,190,55,1,98.66,98.66
509,190,1,1,9.83,9.83
510,191,22,1,93.28,93.28
511,192,66,3,74.96,224.88
512,192,43,3,103.44,310.32
513,192,22,3,96.23,288.69
514,192,79,3,25.67,77.01
515,193,60,1,59.48,59.48
516,193,17,2,98.77,197.54
517,193,47,1,27.35,27.35
518,194,43,1,105.55,105.55
519,194,27,1,53.99,53.99
520,195,24,2,72.72,145.44
521,195,22,3,98.19,294.57
522,195,44,1,29.71,29.71
523,196,30,3,120.6,361.8
524,196,68,3,104.58,313.74
525,196,49,2,124.57,249.14
526,197,5,2,55.36,110.72
527,198,47,2,25.98,51.96
528,199,17,3,98.77,296.31
529,199,42,1,89.69,89.69
530,199,51,3,74.72,224.16
531,200,15,3,131.96,395.88
532,201,31,1,36.6,36.6
533,201,12,2,51.76,103.52
534,202,4,3,79.16,237.48
535,202,25,1,90.31,90.31
536,203,24,3,74.2,222.6
537,203,99,1,122.8,122.8
538,203,30,3,124.41,373.23
539,204,22,3,98.19,294.57
540,205,41,3,18.78,56.34
541,205,6,3,82.7,248.1
542,206,90,1,78.05,78.05
543,207,46,3,16.37,49.11
544,208,58,3,13.84,41.52
545,208,11,2,119.06,238.12
546,209,27,2,55.69,111.38
547,209,28,3,28.73,86.19
548,209,67,2,59.15,118.3
549,210,1,3,9.83,29.49
550,210,20,1,109.21,109.21
551,210,95,2,83.83,167.66
552,210,32,2,118.59,237.18
553,211,25,3,90.31,270.93
554,211,8,2,89.23,178.46
555,212,93,2,113.74,227.48
556,212,2,2,102.02,204.04
557,212,56,2,58.49,116.98
558,213,60,1,57.66,57.66
559,213,16,2,117.28,234.56
560,214,50,1,23.97,23.97
561,214,6,2,84.39,168.78
562,215,17,1,93.83,93.83
563,215,62,2,45.4,90.8
564,215,72,1,136.22,136.22
565,215,44,2,29.71,59.42
566,216,35,2,83.84,167.68
567,216,10,1,78.38,78.38
568,216,4,2,80.78,161.56
569,216,8,1,84.77,84.77
570,217,15,1,129.32,129.32
571,217,22,2,98.19,196.38
572,218,25,2,87.54,175.08
573,218,23,1,77.23,77.23
574,218,15,1,125.36,125.36
575,218,35,3,86.48,259.44
576,219,67,2,59.15,118.3
577,219,18,2,32.99,65.98
578,219,86,3,32.62,97.86
579,220,74,3,43.18,129.54
580,220,10,1,80.85,80.85
581,221,62,3,43.13,129.39
582,221,41,3,18.4,55.2
583,221,40,1,36.16,36.16
584,221,26,2,72.99,145.98
585,222,34,3,71.83,215.49
586,222,26,1,71.53,71.53
587,222,38,3,131.88,395.64
588,223,45,1,72.19,72.19
589,223,50,1,23.97,23.97
590,223,37,2,60.41,120.82
591,223,55,1,98.66,98.66
592,224,9,3,114.33,342.99
593,224,14,1,62.23,62.23
594,225,66,3,73.46,220.38
595,225,21,3,14.84,44.52
596,225,2,3,96.92,290.76
597,225,10,2,80.85,161.7
598,226,14,2,62.23,124.46
599,227,89,3,50.35,151.05
600,228,41,3,18.78,56.34
601,228,84,2,69.23,138.46
602,228,41,3,18.78,56.34
603,229,33,1,21.67,21.67
604,230,20,3,109.21,327.63
605,230,43,1,105.55,105.55
606,230,9,1,116.66,116.66
607,230,78,2,49.55,99.1
608,231,68,1,104.58,104.58
609,231,21,3,14.38,43.14
610,231,88,2,38.53,77.06
611,232,67,3,62.26,186.78
612,232,49,3,131.13,393.39
613,232,8,3,89.23,267.69
614,232,33,3,22.35,67.05
615,233,35,2,83.84,167.68
616,233,15,2,131.96,263.92
617,233,5,3,54.25,162.75
618,233,61,3,86.95,260.85
619,234,8,1,84.77,84.77
620,234,42,2,89.69,179.38
621,234,84,1,71.41,71.41
622,235,74,3,43.18,129.54
623,235,18,3,32.99,98.97
624,235,71,2,128.79,257.58
625,236,1,3,9.63,28.89
626,236,2,2,99.98,199.96
627,236,43,3,105.55,316.65
628,236,24,2,70.49,140.98
629,237,26,2,72.99,145.98
630,237,40,2,36.16,72.32
631,237,12,2,51.76,103.52
632,238,14,3,62.23,186.69
633,238,33,1,21.67,21.67
634,238,58,3,14.57,43.71
635,238,45,3,70.75,212.25
636,239,19,1,26.83,26.83
637,239,29,1,78.25,78.25
638,239,11,3,119.06,357.18
639,240,5,1,55.36,55.36
640,240,62,2,45.4,90.8
641,241,17,1,93.83,93.83
642,241,11,1,119.06,119.06
643,241,52,2,14.65,29.3
644,242,45,3,68.58,205.74
645,242,46,2,16.7,33.4
646,242,15,2,129.32,258.64
647,242,15,1,131.96,131.96
648,243,14,1,63.5,63.5
649,243,11,1,113.11,113.11
650,244,48,2,93.7,187.4
651,245,70,1,28.73,28.73
652,245,55,2,103.85,207.7
653,246,63,2,35.52,71.04
654,247,27,1,53.99,53.99
655,247,48,2,93.7,187.4
656,247,23,1,77.23,77.23
657,247,36,1,19.27,19.27
658,248,33,3,22.35,67.05
659,248,11,1,119.06,119.06
660,248,26,2,71.53,143.06
661,248,90,1,78.05,78.05
662,249,16,3,113.69,341.07
663,249,9,1,114.33,114.33
664,249,28,3,27.29,81.87
665,249,63,1,36.24,36.24
666,250,41,2,17.84,35.68
667,250,51,1,78.65,78.65
668,251,12,1,49.17,49.17
669,251,45,2,68.58,137.16
670,251,21,2,14.84,29.68
671,252,68,3,107.88,323.64
672,253,46,1,16.7,16.7
673,253,13,2,53.35,106.7
674,253,4,1,79.16,79.16
675,254,3,3,9.48,28.44
676,254,25,3,92.15,276.45
677,254,17,2,96.79,193.58
678,254,47,1,27.35,27.35
679,255,34,1,69.63,69.63
680,255,17,3,93.83,281.49
681,256,10,3,78.38,235.14
682,256,8,3,84.77,254.31
683,256,72,1,139.0,139.0
684,257,16,3,113.69,341.07
685,258,48,3,98.63,295.89
686,258,65,1,85.93,85.93
687,258,44,3,29.71,89.13
688,259,72,2,139.0,278.0
689,259,26,1,69.34,69.34
690,260,89,1,50.35,50.35
691,260,9,1,110.83,110.83
692,261,7,3,18.97,56.91
693,261,48,2,93.7,187.4
694,261,86,3,32.62,97.86
695,261,65,3,81.63,244.89
696,262,5,2,55.36,110.72
697,262,18,1,32.33,32.33
698,262,83,3,41.87,125.61
699,263,16,2,119.67,239.34
700,264,61,3,88.72,266.16
701,264,67,1,62.26,62.26
702,264,34,1,69.63,69.63
703,265,26,1,69.34,69.34
704,265,30,3,126.95,380.85
705,265,15,2,125.36,250.72
706,266,76,2,114.82,229.64
707,266,30,1,120.6,120.6
708,266,75,3,96.77,290.31
709,266,7,1,18.59,18.59
710,267,97,3,104.16,312.48
711,267,30,3,126.95,380.85
712,268,3,1,9.67,9.67
713,268,3,2,9.48,18.96
714,269,57,1,131.83,131.83
715,269,48,2,98.63,197.26
716,269,64,1,59.43,59.43
717,269,7,1,18.59,18.59
718,270,3,3,9.67,29.01
719,271,35,1,88.25,88.25
720,271,26,1,72.99,72.99
721,271,31,3,37.35,112.05
722,271,98,2,139.49,278.98
723,272,92,3,16.0,48.0
724,273,86,2,30.99,61.98
725,274,62,1,45.4,45.4
726,274,23,3,77.23,231.69
727,275,28,3,28.73,86.19
728,275,38,3,129.24,387.72
729,275,68,1,107.88,107.88
730,276,5,3,55.36,166.08
731,276,28,2,28.73,57.46
732,276,5,2,54.25,108.5
733,277,36,3,19.66,58.98
734,278,78,1,47.07,47.07
735,278,62,3,44.49,133.47
736,278,15,3,125.36,376.08
737,278,93,3,113.74,341.22
738,279,49,1,124.57,124.57
739,279,1,2,9.63,19.26
740,279,16,3,119.67,359.01
741,279,17,1,93.83,93.83
742,280,5,3,54.25,162.75
743,280,89,2,53.0,106.0
744,281,33,2,21.67,43.34
745,282,77,1,47.42,47.42
746,282,21,1,14.84,14.84
747,283,8,2,89.23,178.46
748,283,32,1,122.33,122.33
749,283,7,1,18.97,18.97
750,284,33,3,21.67,65.01
751,284,81,1,71.3,71.3
752,284,36,3,19.66,58.98
753,285,44,1,28.22,28.22
754,285,10,2,80.85,161.7
755,286,3,1,9.67,9.67
756,287,7,1,18.02,18.02
757,288,43,1,100.27,100.27
758,288,6,2,82.7,165.4
759,289,25,3,87.54,262.62
760,289,39,2,39.72,79.44
761,289,26,2,71.53,143.06
762,289,10,2,78.38,156.76
763,290,18,2,31.34,62.68
764,291,83,2,41.03,82.06
765,291,50,1,22.77,22.77
766,292,34,1,73.3,73.3
767,292,1,3,9.63,28.89
768,293,98,1,136.7,136.7
769,293,50,2,23.97,47.94
770,293,21,2,15.14,30.28
771,293,75,2,96.77,193.54
772,294,17,2,96.79,193.58
773,294,38,2,125.29,250.58
774,294,46,3,16.7,50.1
775,295,14,1,63.5,63.5
776,295,94,1,37.11,37.11
777,295,58,3,14.57,43.71
778,296,39,3,40.53,121.59
779,297,12,2,51.76,103.52
780,298,4,1,80.78,80.78
781,298,21,1,15.14,15.14
782,299,58,2,13.84,27.68
783,299,17,3,98.77,296.31
784,300,38,1,125.29,125.29
785,300,55,3,103.85,311.55
786,300,7,1,18.02,18.02
787,300,51,3,78.65,235.95
788,301,6,1,82.7,82.7
789,301,91,1,73.55,73.55
790,301,33,1,22.81,22.81
791,302,10,1,82.5,82.5
792,302,22,2,96.23,192.46
793,303,28,1,27.29,27.29
794,303,59,2,126.85,253.7
795,303,57,3,131.83,395.49
796,304,44,2,29.71,59.42
797,304,7,3,18.97,56.91
798,305,10,2,82.5,165.0
799,306,6,3,80.17,240.51
800,306,41,1,17.84,17.84
801,306,74,3,44.06,132.18
802,306,29,1,78.25,78.25
803,307,10,3,78.38,235.14
804,307,39,3,39.72,119.16
805,307,65,3,85.93,257.79
806,307,57,1,138.77,138.77
807,308,75,2,91.93,183.86
808,308,18,1,32.99,32.99
809,309,12,1,51.76,51.76
810,309,75,1,94.83,94.83
811,309,48,3,98.63,295.89
812,310,20,1,103.75,103.75
813,310,57,1,135.99,135.99
814,311,66,3,71.21,213.63
815,311,44,2,29.12,58.24
816,312,51,3,78.65,235.95
817,312,25,1,90.31,90.31
818,313,38,1,125.29,125.29
819,314,36,3,19.27,57.81
820,315,70,1,28.73,28.73
821,315,69,2,11.86,23.72
822,315,68,1,104.58,104.58
823,315,1,3,9.63,28.89
824,316,58,1,13.84,13.84
825,316,59,1,122.97,122.97
826,316,50,1,23.49,23.49
827,316,59,1,129.44,129.44
828,317,69,2,12.1,24.2
829,317,32,3,124.83,374.49
830,317,35,2,83.84,167.68
831,318,8,1,89.23,89.23
832,318,26,2,72.99,145.98
833,318,47,2,25.98,51.96
834,319,61,1,88.72,88.72
835,319,14,1,63.5,63.5
836,319,9,2,110.83,221.66
837,320,49,1,131.13,131.13
838,320,1,2,9.83,19.66
839,320,11,3,119.06,357.18
840,320,2,2,99.98,199.96
841,321,11,2,116.68,233.36
842,322,12,3,51.76,155.28
843,322,26,3,72.99,218.97
844,322,27,3,56.83,170.49
845,322,74,1,41.86,41.86
846,323,35,2,86.48,172.96
847,323,55,2,101.77,203.54
848,324,7,1,18.97,18.97
849,324,14,2,60.32,120.64
850,325,53,2,76.5,153.0
851,325,4,2,80.78,161.56
852,325,33,1,22.35,22.35
853,325,43,3,100.27,300.81
854,326,43,1,100.27,100.27
855,326,2,2,102.02,204.04
856,327,21,2,14.38,28.76
857,328,46,2,16.37,32.74
858,328,10,2,80.85,161.7
859,328,52,2,14.65,29.3
860,328,57,3,135.99,407.97
861,329,95,2,83.83,167.66
862,329,13,2,53.35,106.7
863,330,67,3,61.01,183.03
864,330,36,3,18.68,56.04
865,330,25,2,92.15,184.3
866,331,8,2,87.45,174.9
867,331,56,1,57.32,57.32
868,331,15,3,131.96,395.88
869,331,25,3,92.15,276.45
870,332,4,3,76.74,230.22
871,333,64,2,57.61,115.22
