order_id,order_date,customer_id,order_status,country,order_month
90,2025-09-27,1066,Returned,Germany,2025-09
91,2025-09-28,1066,Returned,France,2025-09
92,2025-09-28,1018,Completed,Netherlands,2025-09
93,2025-09-29,1079,Completed,France,2025-09
94,2025-09-29,1151,Completed,Spain,2025-09
95,2025-10-01,1127,Cancelled,France,2025-10
96,2025-10-01,1029,Processing,France,2025-10
97,2025-10-01,1092,Returned,Austria,2025-10
98,2025-10-01,1093,Completed,Netherlands,2025-10
99,2025-10-02,1121,Returned,Germany,2025-10
100,2025-10-02,1177,Cancelled,Netherlands,2025-10
101,2025-10-03,1103,Completed,France,2025-10
102,2025-10-04,1089,Returned,Netherlands,2025-10
103,2025-10-05,1080,Returned,Austria,2025-10
104,2025-10-07,1055,Returned,Netherlands,2025-10
105,2025-10-07,1167,Returned,France,2025-10
106,2025-10-08,1164,Completed,Germany,2025-10
107,2025-10-09,1069,Cancelled,Germany,2025-10
108,2025-10-10,1011,Returned,Austria,2025-10
109,2025-10-10,1061,Cancelled,Spain,2025-10
110,2025-10-11,1020,Returned,Italy,2025-10
111,2025-10-11,1143,Completed,Germany,2025-10
112,2025-10-12,1169,Completed,Italy,2025-10
113,2025-10-14,1116,Cancelled,Germany,2025-10
114,2025-10-14,1156,Cancelled,Germany,2025-10
115,2025-10-14,1146,Completed,Netherlands,2025-10
116,2025-10-20,1052,Completed,Austria,2025-10
117,2025-10-20,1095,Completed,France,2025-10
118,2025-10-20,1031,Processing,Austria,2025-10
119,2025-10-21,1140,Completed,Netherlands,2025-10
120,2025-10-21,1143,Completed,France,2025-10
121,2025-10-21,1130,Completed,Austria,2025-10
122,2025-10-23,1057,Completed,Austria,2025-10
123,2025-10-23,1019,Completed,Austria,2025-10
124,2025-10-23,1135,Processing,Netherlands,2025-10
125,2025-10-25,1129,Completed,Germany,2025-10
126,2025-10-26,1166,Cancelled,France,2025-10
127,2025-10-27,1034,Completed,Italy,2025-10
128,2025-10-27,1126,Completed,Austria,2025-10
129,2025-10-27,1123,Processing,Italy,2025-10
130,2025-10-28,1152,Completed,Italy,2025-10
131,2025-10-28,1116,Completed,France,2025-10
132,2025-10-28,1024,Completed,Germany,2025-10
133,2025-10-29,1056,Completed,Austria,2025-10
134,2025-10-29,1127,Completed,Italy,2025-10
135,2025-10-29,1046,Processing,France,2025-10
136,2025-10-29,1038,Completed,Germany,2025-10
137,2025-10-31,1163,Returned,Italy,2025-10
138,2025-10-31,1064,Completed,Netherlands,2025-10
139,2025-11-01,1007,Completed,Italy,2025-11
140,2025-11-01,1154,Processing,Italy,2025-11
141,2025-11-01,1018,Completed,Spain,2025-11
142,2025-11-03,1004,Completed,Germany,2025-11
143,2025-11-04,1125,Completed,Netherlands,2025-11
144,2025-11-04,1178,Completed,Austria,2025-11
145,2025-11-04,1162,Completed,Spain,2025-11
146,2025-11-04,1139,Processing,Italy,2025-11
147,2025-11-05,1070,Processing,Austria,2025-11
148,2025-11-06,1082,Processing,Italy,2025-11
149,2025-11-07,1159,Processing,Spain,2025-11
150,2025-11-07,1000,Processing,Austria,2025-11
151,2025-11-07,1100,Completed,Austria,2025-11
152,2025-11-07,1084,Processing,Germany,2025-11
153,2025-11-08,1016,Returned,France,2025-11
154,2025-11-09,1024,Completed,Italy,2025-11
155,2025-11-09,1099,Cancelled,Italy,2025-11
156,2025-11-11,1003,Processing,Italy,2025-11
157,2025-11-11,1112,Completed,Spain,2025-11
158,2025-11-11,1108,Returned,Austria,2025-11
159,2025-11-11,1027,Cancelled,Austria,2025-11
160,2025-11-12,1091,Completed,Germany,2025-11
161,2025-11-12,1099,Completed,Spain,2025-11
162,2025-11-12,1152,Completed,Germany,2025-11
163,2025-11-12,1171,Completed,Austria,2025-11
164,2025-11-12,1089,Processing,Austria,2025-11
165,2025-11-14,1057,Returned,Germany,2025-11
166,2025-11-15,1026,Cancelled,France,2025-11
167,2025-11-16,1104,Returned,Germany,2025-11
168,2025-11-16,1129,Completed,Italy,2025-11
169,2025-11-18,1156,Completed,Germany,2025-11
170,2025-11-19,1012,Cancelled,France,2025-11
171,2025-11-19,1007,Completed,France,2025-11
172,2025-11-20,1177,Completed,Austria,2025-11
173,2025-11-20,1148,Returned,Austria,2025-11
174,2025-11-21,1117,Processing,Germany,2025-11
175,2025-11-21,1143,Completed,Italy,2025-11
176,2025-11-21,1179,Completed,Germany,2025-11
177,2025-11-21,1007,Processing,France,2025-11
178,2025-11-21,1139,Returned,Germany,2025-11
179,2025-11-21,1027,Returned,France,2025-11
180,2025-11-23,1026,Cancelled,France,2025-11
181,2025-11-24,1155,Processing,Austria,2025-11
182,2025-11-24,1165,Returned,Italy,2025-11
183,2025-11-24,1151,Returned,France,2025-11
184,2025-11-25,1048,Cancelled,Netherlands,2025-11
185,2025-11-26,1176,Processing,Netherlands,2025-11
186,2025-11-27,1160,Completed,Austria,2025-11
187,2025-11-28,1015,Returned,Netherlands,2025-11
188,2025-11-29,1095,Returned,Netherlands,2025-11
189,2025-11-29,1176,Returned,Netherlands,2025-11
190,2025-11-30,1110,Cancelled,Germany,2025-11
191,2025-12-01,1026,Completed,France,2025-12
192,2025-12-01,1116,Completed,Spain,2025-12
193,2025-12-02,1144,Completed,France,2025-12
194,2025-12-02,1131,Completed,Netherlands,2025-12
195,2025-12-02,1083,Completed,Netherlands,2025-12
196,2025-12-04,1145,Completed,Austria,2025-12
197,2025-12-06,1160,Completed,Italy,2025-12
198,2025-12-06,1084,Processing,Italy,2025-12
199,2025-12-06,1117,Completed,Austria,2025-12
200,2025-12-06,1166,Completed,Germany,2025-12
201,2025-12-06,1119,Processing,Austria,2025-12
202,2025-12-07,1151,Processing,Germany,2025-12
203,2025-12-07,1146,Returned,Italy,2025-12
204,2025-12-07,1162,Completed,France,2025-12
205,2025-12-07,1136,Completed,Netherlands,2025-12
206,2025-12-07,1112,Completed,Netherlands,2025-12
207,2025-12-08,1045,Completed,France,2025-12
208,2025-12-08,1075,Returned,Spain,2025-12
209,2025-12-08,1172,Returned,Italy,2025-12
210,2025-12-08,1038,Completed,Italy,2025-12
211,2025-12-08,1068,Completed,Austria,2025-12
212,2025-12-09,1098,Completed,France,2025-12
213,2025-12-09,1137,Completed,France,2025-12
214,2025-12-09,1002,Cancelled,Germany,2025-12
215,2025-12-09,1160,Returned,Netherlands,2025-12
216,2025-12-09,1045,Completed,Austria,2025-12
217,2025-12-10,1049,Completed,Italy,2025-12
218,2025-12-10,1062,Returned,Italy,2025-12
219,2025-12-10,1170,Processing,Germany,2025-12
220,2025-12-12,1149,Completed,France,2025-12
221,2025-12-12,1089,Returned,Italy,2025-12
222,2025-12-13,1075,Processing,France,2025-12
223,2025-12-13,1175,Returned,Germany,2025-12
224,2025-12-13,1145,Completed,Italy,2025-12
225,2025-12-14,1128,Completed,Netherlands,2025-12
226,2025-12-14,1125,Completed,Austria,2025-12
227,2025-12-14,1064,Completed,Italy,2025-12
228,2025-12-15,1104,Cancelled,Austria,2025-12
229,2025-12-15,1023,Completed,Italy,2025-12
230,2025-12-17,1064,Completed,France,2025-12
231,2025-12-17,1000,Completed,Italy,2025-12
232,2025-12-18,1145,Completed,Austria,2025-12
233,2025-12-20,1068,Returned,France,2025-12
234,2025-12-20,1108,Processing,Germany,2025-12
235,2025-12-21,1167,Processing,Germany,2025-12
236,2025-12-22,1060,Completed,Germany,2025-12
237,2025-12-22,1144,Returned,Italy,2025-12
238,2025-12-23,1010,Completed,Netherlands,2025-12
239,2025-12-23,1121,Processing,Italy,2025-12
240,2025-12-24,1144,Processing,Spain,2025-12
241,2025-12-24,1069,Completed,Netherlands,2025-12
242,2025-12-25,1018,Processing,Germany,2025-12
243,2025-12-25,1116,Returned,Germany,2025-12
244,2025-12-25,1172,Completed,Germany,2025-12
245,2025-12-25,1074,Returned,Germany,2025-12
246,2025-12-26,1166,Returned,Germany,2025-12
247,2025-12-26,1032,Returned,Netherlands,2025-12
248,2025-12-26,1140,Completed,Austria,2025-12
249,2025-12-26,1143,Completed,France,2025-12
250,2025-12-28,1116,Completed,Italy,2025-12
251,2025-12-29,1133,Returned,Italy,2025-12
252,2025-12-29,1066,Completed,Netherlands,2025-12
253,2025-12-29,1046,Completed,Austria,2025-12
254,2025-12-30,1085,Completed,Netherlands,2025-12
255,2025-12-30,1011,Completed,Germany,2025-12
256,2025-12-30,1157,Returned,Italy,2025-12
257,2025-12-30,1151,Cancelled,Austria,2025-12
258,2025-12-31,1040,Completed,Spain,2025-12
259,2026-01-01,1105,Returned,Italy,2026-01
260,2026-01-02,1098,Completed,Austria,2026-01
261,2026-01-04,1018,Returned,Germany,2026-01
262,2026-01-05,1023,Completed,Germany,2026-01
263,2026-01-05,1098,Completed,France,2026-01
264,2026-01-06,1057,Completed,Netherlands,2026-01
265,2026-01-07,1006,Processing,Netherlands,2026-01
266,2026-01-07,1140,Completed,Spain,2026-01
267,2026-01-07,1099,Completed,Austria,2026-01
268,2026-01-07,1140,Cancelled,Italy,2026-01
269,2026-01-07,1013,Completed,Austria,2026-01
270,2026-01-08,1126,Returned,Italy,2026-01
271,2026-01-08,1159,Completed,France,2026-01
272,2026-01-08,1009,Completed,Austria,2026-01
273,2026-01-08,1101,Returned,France,2026-01
274,2026-01-09,1085,Completed,Spain,2026-01
275,2026-01-09,1100,Processing,Spain,2026-01
276,2026-01-10,1117,Processing,France,2026-01
277,2026-01-10,1047,Completed,Spain,2026-01
278,2026-01-10,1133,Completed,Austria,2026-01
279,2026-01-11,1085,Processing,Netherlands,2026-01
280,2026-01-11,1091,Cancelled,Netherlands,2026-01
281,2026-01-11,1089,Returned,Austria,2026-01
282,2026-01-12,1016,Cancelled,France,2026-01
283,2026-01-13,1163,Cancelled,Spain,2026-01
284,2026-01-14,1025,Completed,Italy,2026-01
285,2026-01-15,1104,Completed,France,2026-01
286,2026-01-16,1046,Returned,Italy,2026-01
287,2026-01-17,1089,Cancelled,Germany,2026-01
288,2026-01-17,1103,Processing,France,2026-01
289,2026-01-18,1073,Completed,Spain,2026-01
290,2026-01-19,1111,Processing,France,2026-01
291,2026-01-19,1038,Cancelled,Austria,2026-01
292,2026-01-19,1073,Cancelled,France,2026-01
293,2026-01-19,1114,Processing,Netherlands,2026-01
294,2026-01-22,1150,Cancelled,Netherlands,2026-01
295,2026-01-22,1033,Processing,Germany,2026-01
296,2026-01-22,1091,Completed,Austria,2026-01
297,2026-01-23,1062,Processing,Italy,2026-01
298,2026-01-25,1116,Returned,Germany,2026-01
299,2026-01-26,1139,Completed,France,2026-01
300,2026-01-27,1008,Returned,Spain,2026-01
301,2026-01-27,1050,Processing,Netherlands,2026-01
302,2026-01-30,1169,Cancelled,Austria,2026-01
303,2026-01-31,1122,Cancelled,Germany,2026-01
304,2026-01-31,1177,Completed,France,2026-01
305,2026-02-01,1153,Processing,France,2026-02
306,2026-02-01,1160,Completed,Germany,2026-02
307,2026-02-02,1082,Completed,France,2026-02
308,2026-02-03,1058,Cancelled,Spain,2026-02
309,2026-02-03,1094,Cancelled,Italy,2026-02
310,2026-02-03,1090,Completed,Italy,2026-02
311,2026-02-03,1150,Processing,Italy,2026-02
312,2026-02-03,1035,Cancelled,Italy,2026-02
313,2026-02-04,1023,Returned,France,2026-02
314,2026-02-04,1098,Completed,Italy,2026-02
315,2026-02-04,1143,Cancelled,France,2026-02
316,2026-02-04,1146,Cancelled,France,2026-02
317,2026-02-05,1029,Completed,Netherlands,2026-02
318,2026-02-05,1114,Completed,Netherlands,2026-02
319,2026-02-06,1085,Completed,Spain,2026-02
320,2026-02-06,1174,Completed,Italy,2026-02
321,2026-02-06,1126,Cancelled,Austria,2026-02
322,2026-02-06,1074,Completed,Austria,2026-02
323,2026-02-06,1046,Completed,Spain,2026-02
324,2026-02-06,1052,Completed,Austria,2026-02
325,2026-02-06,1137,Processing,Spain,2026-02
326,2026-02-06,1035,Completed,Spain,2026-02
327,2026-02-07,1169,Completed,Germany,2026-02
328,2026-02-08,1094,Processing,Spain,2026-02
329,2026-02-09,1009,Completed,Netherlands,2026-02
330,2026-02-10,1045,Cancelled,Italy,2026-02
331,2026-02-11,1125,Cancelled,Italy,2026-02
332,2026-02-11,1176,Processing,Austria,2026-02
333,2026-02-13,1046,Cancelled,Netherlands,2026-02
334,2026-02-14,1173,Processing,Germany,2026-02
335,2026-02-14,1135,Cancelled,Spain,2026-02
336,2026-02-14,1012,Completed,France,2026-02
337,2026-02-15,1141,Cancelled,France,2026-02
338,2026-02-15,1057,Returned,Germany,2026-02
339,2026-02-16,1121,Cancelled,France,2026-02
340,2026-02-16,1022,Completed,Germany,2026-02
341,2026-02-16,1108,Cancelled,Germany,2026-02
342,2026-02-17,1044,Returned,Netherlands,2026-02
343,2026-02-17,1153,Returned,Germany,2026-02
344,2026-02-18,1007,Processing,Italy,2026-02
345,2026-02-19,1136,Completed,Spain,2026-02
346,2026-02-19,1003,Completed,Italy,2026-02
347,2026-02-20,1085,Processing,Spain,2026-02
348,2026-02-20,1160,Returned,Netherlands,2026-02
349,2026-02-21,1151,Completed,Netherlands,2026-02
350,2026-02-21,1150,Completed,Italy,2026-02
351,2026-02-22,1179,Completed,Netherlands,2026-02
352,2026-02-22,1115,Completed,Spain,2026-02
353,2026-02-22,1065,Completed,Austria,2026-02
354,2026-02-23,1079,Cancelled,Germany,2026-02
355,2026-02-23,1140,Processing,Germany,2026-02
356,2026-02-24,1117,Completed,Netherlands,2026-02
357,2026-02-24,1113,Returned,France,2026-02
358,2026-02-24,1167,Completed,Italy,2026-02
359,2026-02-24,1081,Returned,Italy,2026-02
360,2026-02-24,1158,Cancelled,Italy,2026-02
361,2026-02-27,1060,Cancelled,Netherlands,2026-02
362,2026-03-01,1054,Cancelled,Austria,2026-03
363,2026-03-02,1176,Completed,Germany,2026-03
364,2026-03-02,1032,Completed,France,2026-03
365,2026-03-02,1108,Completed,Netherlands,2026-03
366,2026-03-03,1047,Completed,Spain,2026-03
367,2026-03-03,1093,Completed,Italy,2026-03
368,2026-03-04,1146,Completed,Germany,2026-03
369,2026-03-04,1057,Returned,Germany,2026-03
370,2026-03-04,1143,Returned,Netherlands,2026-03
371,2026-03-05,1027,Completed,Netherlands,2026-03
372,2026-03-05,1157,Completed,Austria,2026-03
373,2026-03-05,1165,Completed,France,2026-03
374,2026-03-05,1020,Completed,Germany,2026-03
375,2026-03-06,1014,Completed,Netherlands,2026-03
376,2026-03-06,1144,Returned,Netherlands,2026-03
377,2026-03-06,1000,Completed,Germany,2026-03
378,2026-03-07,1100,Returned,Spain,2026-03
379,2026-03-07,1057,Completed,Italy,2026-03
380,2026-03-08,1108,Processing,Italy,2026-03
381,2026-03-08,1055,Cancelled,France,2026-03
382,2026-03-08,1173,Cancelled,Spain,2026-03
383,2026-03-09,1179,Completed,Italy,2026-03
384,2026-03-10,1100,Completed,Austria,2026-03
385,2026-03-10,1043,Completed,France,2026-03
386,2026-03-12,1121,Completed,Italy,2026-03
387,2026-03-13,1132,Completed,France,2026-03
388,2026-03-13,1112,Returned,Spain,2026-03
389,2026-03-13,1100,Completed,Netherlands,2026-03
390,2026-03-15,1068,Completed,Spain,2026-03
391,2026-03-15,1059,Cancelled,Italy,2026-03
392,2026-03-16,1152,Returned,France,2026-03
393,2026-03-16,1059,Completed,France,2026-03
394,2026-03-17,1011,Completed,France,2026-03
395,2026-03-17,1141,Completed,Germany,2026-03
396,2026-03-17,1136,Processing,Germany,2026-03
397,2026-03-18,1148,Completed,Netherlands,2026-03
398,2026-03-19,1163,Processing,Austria,2026-03
399,2026-03-19,1064,Cancelled,Germany,2026-03
400,2026-03-19,1123,Processing,Germany,2026-03
401,2026-03-19,1068,Returned,Italy,2026-03
402,2026-03-21,1060,Cancelled,Austria,2026-03
403,2026-03-21,1036,Returned,France,2026-03
404,2026-03-21,1158,Returned,Italy,2026-03
405,2026-03-21,1075,Completed,Spain,2026-03
406,2026-03-22,1083,Returned,France,2026-03
407,2026-03-22,1015,Processing,Germany,2026-03
408,2026-03-24,1017,Completed,France,2026-03
409,2026-03-24,1139,Completed,Austria,2026-03
410,2026-03-24,1036,Returned,Austria,2026-03
411,2026-03-25,1119,Processing,Italy,2026-03
412,2026-03-25,1051,Processing,Italy,2026-03
413,2026-03-25,1160,Returned,Austria,2026-03
414,2026-03-26,1104,Completed,Austria,2026-03
415,2026-03-28,1085,Cancelled,Austria,2026-03
416,2026-03-29,1051,Returned,Spain,2026-03
417,2026-03-29,1032,Returned,Germany,2026-03
418,2026-03-30,1059,Completed,Netherlands,2026-03
419,2026-03-31,1033,Cancelled,Austria,2026-03
420,2026-03-31,1045,Completed,Netherlands,2026-03
