order_id,order_date,customer_id,order_status,country
89,2025-09-24,1016,Completed,Austria
90,2025-09-27,1066,Returned,Germany
91,2025-09-28,1066,Returned,France
92,2025-09-28,1018,Completed,Netherlands
93,2025-09-29,1079,Completed,France
94,2025-09-29,1151,Completed,Spain
95,2025-10-01,1127,Cancelled,France
96,2025-10-01,1029,Processing,France
97,2025-10-01,1092,Returned,Austria
98,2025-10-01,1093,Completed,Netherlands
99,2025-10-02,1121,Returned,Germany
100,2025-10-02,1177,Cancelled,Netherlands
101,2025-10-03,1103,Completed,France
102,2025-10-04,1089,Returned,Netherlands
103,2025-10-05,1080,Returned,Austria
104,2025-10-07,1055,Returned,Netherlands
105,2025-10-07,1167,Returned,France
106,2025-10-08,1164,Completed,Germany
107,2025-10-09,1069,Cancelled,Germany
108,2025-10-10,1011,Returned,Austria
109,2025-10-10,1061,Cancelled,Spain
110,2025-10-11,1020,Returned,Italy
111,2025-10-11,1143,Completed,Germany
112,2025-10-12,1169,Completed,Italy
113,2025-10-14,1116,Cancelled,Germany
114,2025-10-14,1156,Cancelled,Germany
115,2025-10-14,1146,Completed,Netherlands
116,2025-10-20,1052,Completed,Austria
117,2025-10-20,1095,Completed,France
118,2025-10-20,1031,Processing,Austria
119,2025-10-21,1140,Completed,Netherlands
120,2025-10-21,1143,Completed,France
121,2025-10-21,1130,Completed,Austria
122,2025-10-23,1057,Completed,Austria
123,2025-10-23,1019,Completed,Austria
124,2025-10-23,1135,Processing,Netherlands
125,2025-10-25,1129,Completed,Germany
126,2025-10-26,1166,Cancelled,France
127,2025-10-27,1034,Completed,Italy
128,2025-10-27,1126,Completed,Austria
129,2025-10-27,1123,Processing,Italy
130,2025-10-28,1152,Completed,Italy
131,2025-10-28,1116,Completed,France
132,2025-10-28,1024,Completed,Germany
133,2025-10-29,1056,Completed,Austria
134,2025-10-29,1127,Completed,Italy
135,2025-10-29,1046,Processing,France
136,2025-10-29,1038,Completed,Germany
137,2025-10-31,1163,Returned,Italy
138,2025-10-31,1064,Completed,Netherlands
139,2025-11-01,1007,Completed,Italy
140,2025-11-01,1154,Processing,Italy
141,2025-11-01,1018,Completed,Spain
142,2025-11-03,1004,Completed,Germany
143,2025-11-04,1125,Completed,Netherlands
144,2025-11-04,1178,Completed,Austria
145,2025-11-04,1162,Completed,Spain
146,2025-11-04,1139,Processing,Italy
147,2025-11-05,1070,Processing,Austria
148,2025-11-06,1082,Processing,Italy
149,2025-11-07,1159,Processing,Spain
150,2025-11-07,1000,Processing,Austria
151,2025-11-07,1100,Completed,Austria
152,2025-11-07,1084,Processing,Germany
153,2025-11-08,1016,Returned,France
154,2025-11-09,1024,Completed,Italy
155,2025-11-09,1099,Cancelled,Italy
156,2025-11-11,1003,Processing,Italy
157,2025-11-11,1112,Completed,Spain
158,2025-11-11,1108,Returned,Austria
159,2025-11-11,1027,Cancelled,Austria
160,2025-11-12,1091,Completed,Germany
161,2025-11-12,1099,Completed,Spain
162,2025-11-12,1152,Completed,Germany
163,2025-11-12,1171,Completed,Austria
164,2025-11-12,1089,Processing,Austria
165,2025-11-14,1057,Returned,Germany
166,2025-11-15,1026,Cancelled,France
167,2025-11-16,1104,Returned,Germany
168,2025-11-16,1129,Completed,Italy
169,2025-11-18,1156,Completed,Germany
170,2025-11-19,1012,Cancelled,France
171,2025-11-19,1007,Completed,France
172,2025-11-20,1177,Completed,Austria
173,2025-11-20,1148,Returned,Austria
174,2025-11-21,1117,Processing,Germany
175,2025-11-21,1143,Completed,Italy
176,2025-11-21,1179,Completed,Germany
177,2025-11-21,1007,Processing,France
178,2025-11-21,1139,Returned,Germany
179,2025-11-21,1027,Returned,France
180,2025-11-23,1026,Cancelled,France
181,2025-11-24,1155,Processing,Austria
182,2025-11-24,1165,Returned,Italy
183,2025-11-24,1151,Returned,France
184,2025-11-25,1048,Cancelled,Netherlands
185,2025-11-26,1176,Processing,Netherlands
186,2025-11-27,1160,Completed,Austria
187,2025-11-28,1015,Returned,Netherlands
188,2025-11-29,1095,Returned,Netherlands
189,2025-11-29,1176,Returned,Netherlands
190,2025-11-30,1110,Cancelled,Germany
191,2025-12-01,1026,Completed,France
192,2025-12-01,1116,Completed,Spain
193,2025-12-02,1144,Completed,France
194,2025-12-02,1131,Completed,Netherlands
195,2025-12-02,1083,Completed,Netherlands
196,2025-12-04,1145,Completed,Austria
197,2025-12-06,1160,Completed,Italy
198,2025-12-06,1084,Processing,Italy
199,2025-12-06,1117,Completed,Austria
200,2025-12-06,1166,Completed,Germany
201,2025-12-06,1119,Processing,Austria
202,2025-12-07,1151,Processing,Germany
203,2025-12-07,1146,Returned,Italy
204,2025-12-07,1162,Completed,France
205,2025-12-07,1136,Completed,Netherlands
206,2025-12-07,1112,Completed,Netherlands
207,2025-12-08,1045,Completed,France
208,2025-12-08,1075,Returned,Spain
209,2025-12-08,1172,Returned,Italy
210,2025-12-08,1038,Completed,Italy
211,2025-12-08,1068,Completed,Austria
212,2025-12-09,1098,Completed,France
213,2025-12-09,1137,Completed,France
214,2025-12-09,1002,Cancelled,Germany
215,2025-12-09,1160,Returned,Netherlands
216,2025-12-09,1045,Completed,Austria
217,2025-12-10,1049,Completed,Italy
218,2025-12-10,1062,Returned,Italy
219,2025-12-10,1170,Processing,Germany
220,2025-12-12,1149,Completed,France
221,2025-12-12,1089,Returned,Italy
222,2025-12-13,1075,Processing,France
223,2025-12-13,1175,Returned,Germany
224,2025-12-13,1145,Completed,Italy
225,2025-12-14,1128,Completed,Netherlands
226,2025-12-14,1125,Completed,Austria
227,2025-12-14,1064,Completed,Italy
228,2025-12-15,1104,Cancelled,Austria
229,2025-12-15,1023,Completed,Italy
230,2025-12-17,1064,Completed,France
231,2025-12-17,1000,Completed,Italy
232,2025-12-18,1145,Completed,Austria
233,2025-12-20,1068,Returned,France
234,2025-12-20,1108,Processing,Germany
235,2025-12-21,1167,Processing,Germany
236,2025-12-22,1060,Completed,Germany
237,2025-12-22,1144,Returned,Italy
238,2025-12-23,1010,Completed,Netherlands
239,2025-12-23,1121,Processing,Italy
240,2025-12-24,1144,Processing,Spain
241,2025-12-24,1069,Completed,Netherlands
242,2025-12-25,1018,Processing,Germany
243,2025-12-25,1116,Returned,Germany
244,2025-12-25,1172,Completed,Germany
245,2025-12-25,1074,Returned,Germany
246,2025-12-26,1166,Returned,Germany
247,2025-12-26,1032,Returned,Netherlands
248,2025-12-26,1140,Completed,Austria
249,2025-12-26,1143,Completed,France
250,2025-12-28,1116,Completed,Italy
251,2025-12-29,1133,Returned,Italy
252,2025-12-29,1066,Completed,Netherlands
253,2025-12-29,1046,Completed,Austria
254,2025-12-30,1085,Completed,Netherlands
255,2025-12-30,1011,Completed,Germany
256,2025-12-30,1157,Returned,Italy
257,2025-12-30,1151,Cancelled,Austria
258,2025-12-31,1040,Completed,Spain
259,2026-01-01,1105,Returned,Italy
260,2026-01-02,1098,Completed,Austria
261,2026-01-04,1018,Returned,Germany
262,2026-01-05,1023,Completed,Germany
263,2026-01-05,1098,Completed,France
264,2026-01-06,1057,Completed,Netherlands
265,2026-01-07,1006,Processing,Netherlands
266,2026-01-07,1140,Completed,Spain
267,2026-01-07,1099,Completed,Austria
268,2026-01-07,1140,Cancelled,Italy
269,2026-01-07,1013,Completed,Austria
270,2026-01-08,1126,Returned,Italy
271,2026-01-08,1159,Completed,France
272,2026-01-08,1009,Completed,Austria
273,2026-01-08,1101,Returned,France
274,2026-01-09,1085,Completed,Spain
275,2026-01-09,1100,Processing,Spain
276,2026-01-10,1117,Processing,France
277,2026-01-10,1047,Completed,Spain
278,2026-01-10,1133,Completed,Austria
279,2026-01-11,1085,Processing,Netherlands
280,2026-01-11,1091,Cancelled,Netherlands
281,2026-01-11,1089,Returned,Austria
282,2026-01-12,1016,Cancelled,France
283,2026-01-13,1163,Cancelled,Spain
284,2026-01-14,1025,Completed,Italy
285,2026-01-15,1104,Completed,France
286,2026-01-16,1046,Returned,Italy
287,2026-01-17,1089,Cancelled,Germany
288,2026-01-17,1103,Processing,France
289,2026-01-18,1073,Completed,Spain
290,2026-01-19,1111,Processing,France
291,2026-01-19,1038,Cancelled,Austria
292,2026-01-19,1073,Cancelled,France
293,2026-01-19,1114,Processing,Netherlands
294,2026-01-22,1150,Cancelled,Netherlands
295,2026-01-22,1033,Processing,Germany
296,2026-01-22,1091,Completed,Austria
297,2026-01-23,1062,Processing,Italy
298,2026-01-25,1116,Returned,Germany
299,2026-01-26,1139,Completed,France
300,2026-01-27,1008,Returned,Spain
301,2026-01-27,1050,Processing,Netherlands
302,2026-01-30,1169,Cancelled,Austria
303,2026-01-31,1122,Cancelled,Germany
304,2026-01-31,1177,Completed,France
305,2026-02-01,1153,Processing,France
306,2026-02-01,1160,Completed,Germany
307,2026-02-02,1082,Completed,France
308,2026-02-03,1058,Cancelled,Spain
309,2026-02-03,1094,Cancelled,Italy
310,2026-02-03,1090,Completed,Italy
311,2026-02-03,1150,Processing,Italy
312,2026-02-03,1035,Cancelled,Italy
313,2026-02-04,1023,Returned,France
314,2026-02-04,1098,Completed,Italy
315,2026-02-04,1143,Cancelled,France
316,2026-02-04,1146,Cancelled,France
317,2026-02-05,1029,Completed,Netherlands
318,2026-02-05,1114,Completed,Netherlands
319,2026-02-06,1085,Completed,Spain
320,2026-02-06,1174,Completed,Italy
321,2026-02-06,1126,Cancelled,Austria
322,2026-02-06,1074,Completed,Austria
323,2026-02-06,1046,Completed,Spain
324,2026-02-06,1052,Completed,Austria
325,2026-02-06,1137,Processing,Spain
326,2026-02-06,1035,Completed,Spain
327,2026-02-07,1169,Completed,Germany
328,2026-02-08,1094,Processing,Spain
329,2026-02-09,1009,Completed,Netherlands
330,2026-02-10,1045,Cancelled,Italy
331,2026-02-11,1125,Cancelled,Italy
332,2026-02-11,1176,Processing,Austria
333,2026-02-13,1046,Cancelled,Netherlands
334,2026-02-14,1173,Processing,Germany
335,2026-02-14,1135,Cancelled,Spain
336,2026-02-14,1012,Completed,France
337,2026-02-15,1141,Cancelled,France
338,2026-02-15,1057,Returned,Germany
339,2026-02-16,1121,Cancelled,France
340,2026-02-16,1022,Completed,Germany
341,2026-02-16,1108,Cancelled,Germany
342,2026-02-17,1044,Returned,Netherlands
343,2026-02-17,1153,Returned,Germany
344,2026-02-18,1007,Processing,Italy
345,2026-02-19,1136,Completed,Spain
346,2026-02-19,1003,Completed,Italy
347,2026-02-20,1085,Processing,Spain
348,2026-02-20,1160,Returned,Netherlands
349,2026-02-21,1151,Completed,Netherlands
350,2026-02-21,1150,Completed,Italy
351,2026-02-22,1179,Completed,Netherlands
352,2026-02-22,1115,Completed,Spain
353,2026-02-22,1065,Completed,Austria
354,2026-02-23,1079,Cancelled,Germany
355,2026-02-23,1140,Processing,Germany
356,2026-02-24,1117,Completed,Netherlands
357,2026-02-24,1113,Returned,France
358,2026-02-24,1167,Completed,Italy
359,2026-02-24,1081,Returned,Italy
360,2026-02-24,1158,Cancelled,Italy
361,2026-02-27,1060,Cancelled,Netherlands
362,2026-03-01,1054,Cancelled,Austria
363,2026-03-02,1176,Completed,Germany
364,2026-03-02,1032,Completed,France
365,2026-03-02,1108,Completed,Netherlands
366,2026-03-03,1047,Completed,Spain
367,2026-03-03,1093,Completed,Italy
368,2026-03-04,1146,Completed,Germany
369,2026-03-04,1057,Returned,Germany
370,2026-03-04,1143,Returned,Netherlands
371,2026-03-05,1027,Completed,Netherlands
372,2026-03-05,1157,Completed,Austria
373,2026-03-05,1165,Completed,France
374,2026-03-05,1020,Completed,Germany
375,2026-03-06,1014,Completed,Netherlands
376,2026-03-06,1144,Returned,Netherlands
377,2026-03-06,1000,Completed,Germany
378,2026-03-07,1100,Returned,Spain
379,2026-03-07,1057,Completed,Italy
380,2026-03-08,1108,Processing,Italy
381,2026-03-08,1055,Cancelled,France
382,2026-03-08,1173,Cancelled,Spain
383,2026-03-09,1179,Completed,Italy
384,2026-03-10,1100,Completed,Austria
385,2026-03-10,1043,Completed,France
386,2026-03-12,1121,Completed,Italy
387,2026-03-13,1132,Completed,France
388,2026-03-13,1112,Returned,Spain
389,2026-03-13,1100,Completed,Netherlands
390,2026-03-15,1068,Completed,Spain
391,2026-03-15,1059,Cancelled,Italy
392,2026-03-16,1152,Returned,France
393,2026-03-16,1059,Completed,France
394,2026-03-17,1011,Completed,France
395,2026-03-17,1141,Completed,Germany
396,2026-03-17,1136,Processing,Germany
397,2026-03-18,1148,Completed,Netherlands
398,2026-03-19,1163,Processing,Austria
399,2026-03-19,1064,Cancelled,Germany
400,2026-03-19,1123,Processing,Germany
401,2026-03-19,1068,Returned,Italy
402,2026-03-21,1060,Cancelled,Austria
403,2026-03-21,1036,Returned,France
404,2026-03-21,1158,Returned,Italy
405,2026-03-21,1075,Completed,Spain
406,2026-03-22,1083,Returned,France
407,2026-03-22,1015,Processing,Germany
408,2026-03-24,1017,Completed,France
409,2026-03-24,1139,Completed,Austria
410,2026-03-24,1036,Returned,Austria
411,2026-03-25,1119,Processing,Italy
412,2026-03-25,1051,Processing,Italy
413,2026-03-25,1160,Returned,Austria
414,2026-03-26,1104,Completed,Austria
415,2026-03-28,1085,Cancelled,Austria
416,2026-03-29,1051,Returned,Spain
417,2026-03-29,1032,Returned,Germany
418,2026-03-30,1059,Completed,Netherlands
419,2026-03-31,1033,Cancelled,Austria
420,2026-03-31,1045,Completed,Netherlands
