order_item_id,order_id,product_id,quantity,unit_price
193,70,58,2,14.28
194,71,9,2,116.66
195,71,7,1,18.02
196,71,40,2,36.16
197,72,2,3,99.98
198,72,33,1,22.35
199,72,13,2,50.68
200,73,23,3,77.23
201,74,61,1,86.95
202,74,85,1,78.83
203,74,5,3,55.36
204,74,37,3,60.41
205,75,75,3,96.77
206,75,5,2,55.36
207,76,67,3,62.26
208,76,24,3,72.72
209,76,21,1,15.14
210,76,94,2,38.28
211,77,13,1,53.35
212,77,52,3,14.65
213,77,66,3,73.46
214,77,3,1,9.48
215,78,50,2,22.77
216,78,88,1,37.76
217,78,8,1,84.77
218,79,77,3,49.92
219,79,42,3,85.21
220,80,44,2,29.71
221,80,44,2,29.71
222,80,19,2,26.83
223,81,84,3,71.41
224,81,87,3,70.26
225,81,45,1,70.75
226,82,62,1,43.13
227,82,44,3,29.12
228,83,33,3,22.81
229,83,49,3,124.57
230,84,39,1,38.5
231,84,43,1,105.55
232,84,62,2,45.4
233,85,33,1,22.81
234,85,3,3,9.67
235,85,10,2,82.5
236,85,30,2,120.6
237,86,55,2,103.85
238,86,42,2,89.69
239,86,48,2,93.7
240,86,33,3,22.81
241,87,44,2,29.71
242,87,21,1,14.38
243,87,32,1,122.33
244,88,57,1,135.99
245,88,73,2,83.89
246,88,29,1,78.25
247,89,3,3,9.67
248,89,10,3,82.5
249,89,2,1,102.02
250,89,48,1,96.66
251,90,22,1,98.19
252,90,38,3,131.88
253,91,34,2,73.3
254,91,5,3,55.36
255,92,27,1,55.69
256,93,14,1,62.23
257,93,28,3,28.73
258,94,13,1,53.35
259,95,69,3,12.1
260,95,11,1,116.68
261,95,90,2,78.05
262,96,28,3,28.73
263,97,70,3,29.32
264,97,46,2,16.7
265,97,56,2,55.57
266,97,60,2,60.69
267,98,35,3,88.25
268,98,38,2,129.24
269,99,36,2,19.66
270,100,42,3,85.21
271,100,2,2,102.02
272,100,26,1,69.34
273,100,43,2,105.55
274,101,43,1,105.55
275,101,63,3,35.52
276,102,48,3,93.7
277,102,98,2,136.7
278,102,18,1,31.34
279,103,24,2,74.2
280,104,25,2,92.15
281,104,32,2,122.33
282,104,68,2,104.58
283,104,15,2,131.96
284,105,61,3,86.95
285,105,27,2,55.69
286,105,43,3,105.55
287,105,46,1,15.86
288,106,25,1,92.15
289,107,35,3,88.25
290,107,28,1,28.16
291,107,5,3,55.36
292,107,29,3,76.68
293,108,6,2,80.17
294,109,27,2,56.83
295,109,42,2,87.9
296,109,41,3,18.78
297,109,49,1,131.13
298,110,6,1,84.39
299,110,48,3,96.66
300,110,20,1,107.03
301,110,27,3,55.69
302,111,71,3,128.79
303,111,1,3,9.83
304,112,42,1,89.69
305,112,43,3,103.44
306,112,26,2,71.53
307,113,15,1,131.96
308,113,15,3,131.96
309,113,75,1,91.93
310,114,30,1,126.95
311,114,22,2,98.19
312,115,30,2,120.6
313,115,49,2,131.13
314,115,9,3,114.33
315,115,30,3,124.41
316,116,42,1,89.69
317,117,87,3,73.96
318,117,16,2,119.67
319,118,24,2,70.49
320,118,25,2,87.54
321,118,43,1,103.44
322,118,23,2,77.23
323,119,37,2,61.64
324,119,62,3,43.13
325,119,53,1,76.5
326,119,30,2,126.95
327,120,72,1,139.0
328,121,39,1,40.53
329,121,38,2,129.24
330,121,3,1,9.48
331,122,96,3,82.11
332,123,8,1,89.23
333,123,15,3,125.36
334,123,4,3,80.78
335,123,47,1,26.8
336,124,14,2,63.5
337,124,11,2,119.06
338,124,6,2,84.39
339,124,7,3,18.02
340,125,42,2,85.21
341,125,51,2,78.65
342,125,26,2,72.99
343,125,33,3,22.81
344,126,51,1,77.08
345,126,2,1,96.92
346,126,21,2,15.14
347,126,93,3,110.26
348,127,41,2,17.84
349,128,16,2,119.67
350,128,36,1,19.66
351,128,22,3,98.19
352,129,37,2,60.41
353,129,8,1,89.23
354,130,8,2,89.23
355,131,9,3,116.66
356,131,85,3,80.44
357,132,56,3,58.49
358,133,10,3,78.38
359,133,12,3,49.17
360,133,56,3,57.32
361,133,10,1,80.85
362,134,15,2,131.96
363,134,90,3,74.15
364,134,16,2,117.28
365,134,49,2,131.13
366,135,94,2,38.28
367,136,25,1,92.15
368,136,2,2,99.98
369,136,16,3,119.67
370,136,68,3,110.08
371,137,72,3,132.05
372,137,60,2,60.69
373,137,7,2,18.97
374,137,63,3,34.43
375,138,81,2,71.3
376,138,43,2,105.55
377,139,85,1,80.44
378,140,67,2,59.15
379,140,49,2,131.13
380,141,41,2,18.4
381,141,23,2,73.37
382,141,10,3,82.5
383,142,43,2,105.55
384,142,21,3,15.14
385,142,73,2,83.89
386,143,98,2,139.49
387,143,58,3,14.57
388,143,6,2,84.39
389,144,19,1,25.49
390,144,7,2,18.97
391,144,48,3,93.7
392,145,60,3,60.69
393,145,82,3,41.23
394,145,29,3,74.34
395,146,78,2,49.55
396,146,74,1,43.18
397,146,21,2,15.14
398,147,73,1,88.31
399,147,25,1,92.15
400,147,19,2,26.83
401,147,47,3,27.35
402,148,21,3,14.84
403,149,46,1,15.86
404,149,44,1,29.71
405,150,40,1,34.35
406,150,25,2,87.54
407,151,38,3,125.29
408,151,43,3,103.44
409,152,38,3,131.88
410,152,30,2,126.95
411,152,1,1,9.34
412,152,42,3,87.9
413,153,11,2,113.11
414,153,47,3,25.98
415,153,59,1,122.97
416,153,34,3,73.3
417,154,38,1,129.24
418,154,88,2,36.6
419,155,70,2,29.32
420,156,80,2,12.89
421,157,65,2,85.93
422,157,7,1,18.97
423,157,10,2,78.38
424,157,37,2,61.64
425,158,16,3,113.69
426,159,32,2,124.83
427,159,26,2,72.99
428,159,38,1,131.88
429,160,58,3,14.57
430,160,54,1,60.54
431,160,36,1,19.66
432,161,67,3,59.15
433,161,29,3,78.25
434,161,77,2,47.42
435,162,5,1,55.36
436,163,88,1,38.53
437,163,48,1,93.7
438,163,25,1,90.31
439,164,13,1,53.35
440,164,33,2,22.81
441,164,12,1,49.17
442,165,11,3,113.11
443,166,44,3,29.71
444,167,36,2,19.27
445,167,50,3,23.97
446,168,83,3,41.87
447,168,37,1,58.56
448,168,41,3,18.78
449,169,6,3,84.39
450,169,54,2,61.78
451,169,27,1,53.99
452,170,93,2,113.74
453,170,67,2,62.26
454,170,36,2,19.66
455,170,8,3,89.23
456,171,72,1,136.22
457,172,64,3,59.43
458,173,12,3,51.76
459,173,19,3,25.49
460,173,63,3,34.43
461,174,12,1,51.76
462,174,81,1,67.74
463,175,28,1,28.73
464,175,6,1,84.39
465,175,66,2,73.46
466,176,25,2,87.54
467,176,37,3,61.64
468,176,7,2,18.97
469,176,1,1,9.63
470,177,46,1,16.37
471,177,36,2,19.27
472,177,42,3,85.21
473,178,63,2,34.43
474,178,47,2,27.35
475,178,11,2,113.11
476,178,24,1,72.72
477,179,79,2,25.67
478,179,60,3,60.69
479,179,39,2,39.72
480,179,16,1,119.67
481,180,20,2,107.03
482,180,56,3,55.57
483,180,70,1,27.85
484,181,50,2,23.49
485,181,65,3,85.93
486,181,60,3,59.48
487,181,10,2,78.38
488,182,28,3,28.73
489,183,10,3,80.85
490,183,15,1,131.96
491,183,73,3,88.31
492,183,32,1,118.59
493,184,37,1,61.64
494,184,11,2,116.68
495,185,20,3,109.21
496,185,15,3,131.96
497,185,13,2,50.68
498,185,46,2,16.37
499,186,17,3,98.77
500,187,46,2,15.86
501,187,4,1,79.16
502,187,9,1,116.66
503,188,18,3,31.34
504,188,43,3,100.27
505,189,50,2,23.49
506,190,30,3,126.95
507,190,30,3,124.41
508,190,55,1,98.66
509,190,1,1,9.83
510,191,22,1,93.28
511,192,66,3,74.96
512,192,43,3,103.44
513,192,22,3,96.23
514,192,79,3,25.67
515,193,60,1,59.48
516,193,17,2,98.77
517,193,47,1,27.35
518,194,43,1,105.55
519,194,27,1,53.99
520,195,24,2,72.72
521,195,22,3,98.19
522,195,44,1,29.71
523,196,30,3,120.6
524,196,68,3,104.58
525,196,49,2,124.57
526,197,5,2,55.36
527,198,47,2,25.98
528,199,17,3,98.77
529,199,42,1,89.69
530,199,51,3,74.72
531,200,15,3,131.96
532,201,31,1,36.6
533,201,12,2,51.76
534,202,4,3,79.16
535,202,25,1,90.31
536,203,24,3,74.2
537,203,99,1,122.8
538,203,30,3,124.41
539,204,22,3,98.19
540,205,41,3,18.78
541,205,6,3,82.7
542,206,90,1,78.05
543,207,46,3,16.37
544,208,58,3,13.84
545,208,11,2,119.06
546,209,27,2,55.69
547,209,28,3,28.73
548,209,67,2,59.15
549,210,1,3,9.83
550,210,20,1,109.21
551,210,95,2,83.83
552,210,32,2,118.59
553,211,25,3,90.31
554,211,8,2,89.23
555,212,93,2,113.74
556,212,2,2,102.02
557,212,56,2,58.49
558,213,60,1,57.66
559,213,16,2,117.28
560,214,50,1,23.97
561,214,6,2,84.39
562,215,17,1,93.83
563,215,62,2,45.4
564,215,72,1,136.22
565,215,44,2,29.71
566,216,35,2,83.84
567,216,10,1,78.38
568,216,4,2,80.78
569,216,8,1,84.77
570,217,15,1,129.32
571,217,22,2,98.19
572,218,25,2,87.54
573,218,23,1,77.23
574,218,15,1,125.36
575,218,35,3,86.48
576,219,67,2,59.15
577,219,18,2,32.99
578,219,86,3,32.62
579,220,74,3,43.18
580,220,10,1,80.85
581,221,62,3,43.13
582,221,41,3,18.4
583,221,40,1,36.16
584,221,26,2,72.99
585,222,34,3,71.83
586,222,26,1,71.53
587,222,38,3,131.88
588,223,45,1,72.19
589,223,50,1,23.97
590,223,37,2,60.41
591,223,55,1,98.66
592,224,9,3,114.33
593,224,14,1,62.23
594,225,66,3,73.46
595,225,21,3,14.84
596,225,2,3,96.92
597,225,10,2,80.85
598,226,14,2,62.23
599,227,89,3,50.35
600,228,41,3,18.78
601,228,84,2,69.23
602,228,41,3,18.78
603,229,33,1,21.67
604,230,20,3,109.21
605,230,43,1,105.55
606,230,9,1,116.66
607,230,78,2,49.55
608,231,68,1,104.58
609,231,21,3,14.38
610,231,88,2,38.53
611,232,67,3,62.26
612,232,49,3,131.13
613,232,8,3,89.23
614,232,33,3,22.35
615,233,35,2,83.84
616,233,15,2,131.96
617,233,5,3,54.25
618,233,61,3,86.95
619,234,8,1,84.77
620,234,42,2,89.69
621,234,84,1,71.41
622,235,74,3,43.18
623,235,18,3,32.99
624,235,71,2,128.79
625,236,1,3,9.63
626,236,2,2,99.98
627,236,43,3,105.55
628,236,24,2,70.49
629,237,26,2,72.99
630,237,40,2,36.16
631,237,12,2,51.76
632,238,14,3,62.23
633,238,33,1,21.67
634,238,58,3,14.57
635,238,45,3,70.75
636,239,19,1,26.83
637,239,29,1,78.25
638,239,11,3,119.06
639,240,5,1,55.36
640,240,62,2,45.4
641,241,17,1,93.83
642,241,11,1,119.06
643,241,52,2,14.65
644,242,45,3,68.58
645,242,46,2,16.7
646,242,15,2,129.32
647,242,15,1,131.96
648,243,14,1,63.5
649,243,11,1,113.11
650,244,48,2,93.7
651,245,70,1,28.73
652,245,55,2,103.85
653,246,63,2,35.52
654,247,27,1,53.99
655,247,48,2,93.7
656,247,23,1,77.23
657,247,36,1,19.27
658,248,33,3,22.35
659,248,11,1,119.06
660,248,26,2,71.53
661,248,90,1,78.05
662,249,16,3,113.69
663,249,9,1,114.33
664,249,28,3,27.29
665,249,63,1,36.24
666,250,41,2,17.84
667,250,51,1,78.65
668,251,12,1,49.17
669,251,45,2,68.58
670,251,21,2,14.84
671,252,68,3,107.88
672,253,46,1,16.7
673,253,13,2,53.35
674,253,4,1,79.16
675,254,3,3,9.48
676,254,25,3,92.15
677,254,17,2,96.79
678,254,47,1,27.35
679,255,34,1,69.63
680,255,17,3,93.83
681,256,10,3,78.38
682,256,8,3,84.77
683,256,72,1,139.0
684,257,16,3,113.69
685,258,48,3,98.63
686,258,65,1,85.93
687,258,44,3,29.71
688,259,72,2,139.0
689,259,26,1,69.34
690,260,89,1,50.35
691,260,9,1,110.83
692,261,7,3,18.97
693,261,48,2,93.7
694,261,86,3,32.62
695,261,65,3,81.63
696,262,5,2,55.36
697,262,18,1,32.33
698,262,83,3,41.87
699,263,16,2,119.67
700,264,61,3,88.72
701,264,67,1,62.26
702,264,34,1,69.63
703,265,26,1,69.34
704,265,30,3,126.95
705,265,15,2,125.36
706,266,76,2,114.82
707,266,30,1,120.6
708,266,75,3,96.77
709,266,7,1,18.59
710,267,97,3,104.16
711,267,30,3,126.95
712,268,3,1,9.67
713,268,3,2,9.48
714,269,57,1,131.83
715,269,48,2,98.63
716,269,64,1,59.43
717,269,7,1,18.59
718,270,3,3,9.67
719,271,35,1,88.25
720,271,26,1,72.99
721,271,31,3,37.35
722,271,98,2,139.49
723,272,92,3,16.0
724,273,86,2,30.99
725,274,62,1,45.4
726,274,23,3,77.23
727,275,28,3,28.73
728,275,38,3,129.24
729,275,68,1,107.88
730,276,5,3,55.36
731,276,28,2,28.73
732,276,5,2,54.25
733,277,36,3,19.66
734,278,78,1,47.07
735,278,62,3,44.49
736,278,15,3,125.36
737,278,93,3,113.74
738,279,49,1,124.57
739,279,1,2,9.63
740,279,16,3,119.67
741,279,17,1,93.83
742,280,5,3,54.25
743,280,89,2,53.0
744,281,33,2,21.67
745,282,77,1,47.42
746,282,21,1,14.84
747,283,8,2,89.23
748,283,32,1,122.33
749,283,7,1,18.97
750,284,33,3,21.67
751,284,81,1,71.3
752,284,36,3,19.66
753,285,44,1,28.22
754,285,10,2,80.85
755,286,3,1,9.67
756,287,7,1,18.02
757,288,43,1,100.27
758,288,6,2,82.7
759,289,25,3,87.54
760,289,39,2,39.72
761,289,26,2,71.53
762,289,10,2,78.38
763,290,18,2,31.34
764,291,83,2,41.03
765,291,50,1,22.77
766,292,34,1,73.3
767,292,1,3,9.63
768,293,98,1,136.7
769,293,50,2,23.97
770,293,21,2,15.14
771,293,75,2,96.77
772,294,17,2,96.79
773,294,38,2,125.29
774,294,46,3,16.7
775,295,14,1,63.5
776,295,94,1,37.11
777,295,58,3,14.57
778,296,39,3,40.53
779,297,12,2,51.76
780,298,4,1,80.78
781,298,21,1,15.14
782,299,58,2,13.84
783,299,17,3,98.77
784,300,38,1,125.29
785,300,55,3,103.85
786,300,7,1,18.02
787,300,51,3,78.65
788,301,6,1,82.7
789,301,91,1,73.55
790,301,33,1,22.81
791,302,10,1,82.5
792,302,22,2,96.23
793,303,28,1,27.29
794,303,59,2,126.85
795,303,57,3,131.83
796,304,44,2,29.71
797,304,7,3,18.97
798,305,10,2,82.5
799,306,6,3,80.17
800,306,41,1,17.84
801,306,74,3,44.06
802,306,29,1,78.25
803,307,10,3,78.38
804,307,39,3,39.72
805,307,65,3,85.93
806,307,57,1,138.77
807,308,75,2,91.93
808,308,18,1,32.99
809,309,12,1,51.76
810,309,75,1,94.83
811,309,48,3,98.63
812,310,20,1,103.75
813,310,57,1,135.99
814,311,66,3,71.21
815,311,44,2,29.12
816,312,51,3,78.65
817,312,25,1,90.31
818,313,38,1,125.29
819,314,36,3,19.27
820,315,70,1,28.73
821,315,69,2,11.86
822,315,68,1,104.58
823,315,1,3,9.63
824,316,58,1,13.84
825,316,59,1,122.97
826,316,50,1,23.49
827,316,59,1,129.44
828,317,69,2,12.1
829,317,32,3,124.83
830,317,35,2,83.84
831,318,8,1,89.23
832,318,26,2,72.99
833,318,47,2,25.98
834,319,61,1,88.72
835,319,14,1,63.5
836,319,9,2,110.83
837,320,49,1,131.13
838,320,1,2,9.83
839,320,11,3,119.06
840,320,2,2,99.98
841,321,11,2,116.68
842,322,12,3,51.76
843,322,26,3,72.99
844,322,27,3,56.83
845,322,74,1,41.86
846,323,35,2,86.48
847,323,55,2,101.77
848,324,7,1,18.97
849,324,14,2,60.32
850,325,53,2,76.5
851,325,4,2,80.78
852,325,33,1,22.35
853,325,43,3,100.27
854,326,43,1,100.27
855,326,2,2,102.02
856,327,21,2,14.38
857,328,46,2,16.37
858,328,10,2,80.85
859,328,52,2,14.65
860,328,57,3,135.99
861,329,95,2,83.83
862,329,13,2,53.35
863,330,67,3,61.01
864,330,36,3,18.68
865,330,25,2,92.15
866,331,8,2,87.45
867,331,56,1,57.32
868,331,15,3,131.96
869,331,25,3,92.15
870,332,4,3,76.74
871,333,64,2,57.61
872,333,60,2,60.69
873,334,56,3,58.49
874,334,19,1,26.29
875,334,11,3,116.68
876,334,46,3,16.7
877,335,34,1,69.63
878,335,11,3,113.11
879,335,51,3,74.72
880,335,98,3,132.52
881,336,58,2,14.57
882,336,57,1,138.77
883,336,87,3,73.96
884,336,13,1,52.28
885,337,40,2,34.35
886,338,94,1,39.06
887,338,11,2,119.06
888,338,53,3,78.06
889,338,42,2,89.69
890,339,42,2,85.21
891,339,52,2,14.65
892,339,83,2,41.87
893,340,62,2,44.49
894,341,4,3,80.78
895,342,71,2,132.86
896,342,14,2,62.23
897,343,25,2,87.54
898,343,31,1,35.48
899,344,33,2,21.67
900,344,29,2,78.25
901,344,85,3,80.44
902,344,53,1,78.06
903,345,46,3,16.7
904,345,3,3,9.67
905,345,79,3,25.67
906,346,79,2,25.67
907,346,61,2,84.28
908,347,1,3,9.34
909,347,4,1,80.78
910,348,14,1,60.32
911,348,8,2,89.23
912,348,27,2,53.99
913,348,82,3,41.23
914,349,32,2,124.83
915,349,1,3,9.83
916,350,18,2,32.99
917,351,3,2,9.67
918,351,3,2,9.67
919,351,18,3,31.34
920,352,18,3,31.34
921,352,62,3,43.13
922,352,93,2,116.06
923,353,24,3,70.49
924,353,29,3,78.25
925,353,70,3,28.73
926,354,17,2,98.77
927,355,10,2,82.5
928,356,71,2,135.57
929,357,3,2,9.19
930,357,45,3,72.19
931,358,40,1,34.35
932,358,23,3,73.37
933,358,20,3,109.21
934,358,60,2,60.69
935,359,6,1,84.39
936,359,15,2,129.32
937,359,56,2,58.49
938,360,38,1,125.29
939,361,8,3,84.77
940,361,75,2,91.93
941,362,26,3,69.34
942,362,67,2,59.15
943,362,62,1,45.4
944,362,45,1,72.19
945,363,34,2,73.3
946,363,94,3,39.06
947,363,9,1,114.33
948,364,55,3,98.66
949,364,12,3,51.76
950,364,22,2,98.19
951,364,20,3,107.03
952,365,87,3,70.26
953,366,91,1,73.55
954,366,12,2,51.76
955,367,2,2,96.92
956,368,55,2,103.85
957,368,28,1,28.73
958,368,6,3,84.39
959,369,51,1,74.72
960,369,38,1,131.88
961,369,94,1,39.06
962,370,15,3,129.32
963,370,27,2,56.83
964,370,38,2,129.24
965,371,63,1,36.24
966,371,38,1,125.29
967,371,44,3,29.12
968,372,14,1,63.5
969,372,70,3,29.32
970,373,29,3,78.25
971,373,9,2,110.83
972,373,49,3,131.13
973,374,14,2,60.32
974,374,6,1,80.17
975,374,72,2,139.0
976,375,31,2,36.6
977,375,58,2,13.84
978,375,19,3,26.83
979,376,62,3,43.13
980,377,7,3,18.97
981,377,23,1,73.37
982,377,94,1,37.11
983,378,63,2,35.52
984,378,34,2,71.83
985,378,22,3,98.19
986,378,74,2,41.86
987,379,38,1,131.88
988,380,59,1,129.44
989,380,58,2,14.57
990,380,2,1,96.92
991,380,8,1,84.77
992,381,48,1,96.66
993,381,10,1,80.85
994,382,16,1,117.28
995,382,86,3,31.97
996,382,39,1,40.53
997,383,58,3,14.28
998,383,39,2,40.53
999,383,39,3,40.53
1000,383,6,1,84.39
1001,384,23,1,73.37
1002,384,18,3,32.99
1003,385,26,1,69.34
1004,385,64,3,60.64
1005,386,25,2,92.15
1006,386,31,2,37.35
1007,386,26,1,72.99
1008,387,6,3,84.39
1009,387,30,1,126.95
1010,387,12,2,50.72
1011,387,12,1,50.72
1012,388,6,3,84.39
1013,388,23,1,77.23
1014,388,59,3,129.44
1015,388,18,2,32.99
1016,389,20,3,109.21
1017,389,47,2,27.35
1018,389,12,1,49.17
1019,390,77,1,49.92
1020,391,36,2,18.68
1021,392,30,1,124.41
1022,392,39,2,40.53
1023,392,11,1,119.06
1024,392,44,3,29.12
1025,393,24,1,72.72
1026,394,77,2,47.42
1027,394,11,1,119.06
1028,395,35,1,83.84
1029,395,43,2,105.55
1030,395,2,3,102.02
1031,395,24,2,74.2
1032,396,56,2,58.49
1033,396,66,2,71.21
1034,396,20,2,109.21
1035,397,64,3,60.64
1036,398,91,2,77.42
1037,399,71,1,135.57
1038,399,8,3,84.77
1039,400,57,2,131.83
1040,400,21,1,14.38
1041,400,97,2,109.64
1042,401,33,1,22.35
1043,402,8,3,89.23
1044,402,55,2,101.77
1045,403,21,3,14.84
1046,404,99,1,125.31
1047,404,94,1,39.06
1048,404,48,1,93.7
1049,404,8,3,84.77
1050,405,51,3,77.08
1051,406,6,1,84.39
1052,406,2,3,102.02
1053,407,67,2,62.26
1054,408,13,1,52.28
1055,408,25,1,90.31
1056,408,93,3,113.74
1057,409,22,2,98.19
1058,410,19,3,26.29
1059,410,81,2,71.3
1060,410,7,2,18.97
1061,410,59,3,122.97
1062,411,97,2,109.64
1063,411,78,2,49.55
1064,411,48,2,98.63
1065,412,20,1,109.21
1066,413,16,1,119.67
1067,414,66,2,74.96
1068,414,75,2,94.83
1069,415,36,1,19.66
1070,415,16,1,113.69
1071,416,7,2,18.97
1072,416,6,2,82.7
1073,416,55,3,103.85
1074,417,28,3,28.73
1075,417,79,1,25.67
1076,417,57,3,138.77
1077,418,12,1,49.17
1078,419,44,2,29.12
1079,419,29,1,76.68
1080,419,41,1,17.84
1081,419,57,1,135.99
1082,420,65,3,84.21
1083,420,69,2,12.1
1084,420,16,3,117.28
